"Yeast6";"Freq"
"502";"ispi_600";6
"503";"ispi_601";1
"504";"ispi_602";1
"505";"ispi_603";1
"506";"ispi_604";1
"507";"ispi_605";1
"508";"ispi_606";1
"509";"ispi_609";2
"510";"ispi_610";1
"511";"ispi_615";1
"512";"ispi_616";1
"513";"ispi_618";2
"514";"ispi_620";1
"515";"ispi_63";1
"516";"ispi_630";3
"517";"ispi_631";1
"518";"ispi_632";6
"519";"ispi_633";7
"520";"ispi_635";1
"521";"ispi_64";3
"522";"ispi_640";1
"523";"ispi_642";3
"524";"ispi_649";1
"525";"ispi_65";2
"526";"ispi_652";1
"527";"ispi_653";2
"528";"ispi_654";1
"529";"ispi_655";1
"530";"ispi_656";1
"531";"ispi_658";1
"532";"ispi_659";2
"533";"ispi_66";2
"534";"ispi_660";1
"535";"ispi_661";4
"536";"ispi_662";4
"537";"ispi_665";1
"538";"ispi_666";4
"539";"ispi_667";1
"540";"ispi_670";1
"541";"ispi_671";11
"542";"ispi_673";1
"543";"ispi_675";2
"544";"ispi_676";2
"545";"ispi_678";3
"546";"ispi_68";2
"547";"ispi_681";3
"548";"ispi_682";1
"549";"ispi_683";1
"550";"ispi_684";1
"551";"ispi_685";4
"552";"ispi_689";2
"553";"ispi_691";1
"554";"ispi_692";3
"555";"ispi_693";1
"556";"ispi_694";4
"557";"ispi_698";1
"558";"ispi_7";1
"559";"ispi_702";1
"560";"ispi_703";1
"561";"ispi_705";1
"562";"ispi_709";1
"563";"ispi_71";1
"564";"ispi_710";1
"565";"ispi_711";1
"566";"ispi_713";3
"567";"ispi_72";2
"568";"ispi_720";1
"569";"ispi_723";1
"570";"ispi_724";1
"571";"ispi_725";1
"572";"ispi_726";1
"573";"ispi_727";1
"574";"ispi_73";2
"575";"ispi_731";1
"576";"ispi_736";4
"577";"ispi_741";1
"578";"ispi_742";1
"579";"ispi_743";1
"580";"ispi_745";4
"581";"ispi_746";5
"582";"ispi_747";4
"583";"ispi_75";4
"584";"ispi_751";1
"585";"ispi_752";3
"586";"ispi_754";2
"587";"ispi_755";1
"588";"ispi_756";2
"589";"ispi_757";4
"590";"ispi_759";1
"591";"ispi_76";1
"592";"ispi_761";4
"593";"ispi_763";1
"594";"ispi_764";2
"595";"ispi_765";3
"596";"ispi_767";5
"597";"ispi_768";1
"598";"ispi_769";3
"599";"ispi_77";1
"600";"ispi_770";3
"601";"ispi_772";2
"602";"ispi_778";4
"603";"ispi_783";1
"604";"ispi_784";1
"605";"ispi_785";1
"606";"ispi_787";3
"607";"ispi_79";1
"608";"ispi_790";3
"609";"ispi_791";3
"610";"ispi_792";1
"611";"ispi_793";5
"612";"ispi_794";1
"613";"ispi_795";1
"614";"ispi_798";1
"615";"ispi_799";1
"616";"ispi_80";3
"617";"ispi_800";2
"618";"ispi_801";3
"619";"ispi_805";1
"620";"ispi_807";1
"621";"ispi_808";1
"622";"ispi_809";2
"623";"ispi_81";3
"624";"ispi_811";1
"625";"ispi_812";3
"626";"ispi_814";3
"627";"ispi_816";1
"628";"ispi_817";1
"629";"ispi_818";1
"630";"ispi_82";5
"631";"ispi_823";1
"632";"ispi_824";1
"633";"ispi_825";1
"634";"ispi_826";2
"635";"ispi_827";1
"636";"ispi_829";1
"637";"ispi_83";2
"638";"ispi_831";3
"639";"ispi_832";3
"640";"ispi_834";4
"641";"ispi_835";1
"642";"ispi_836";7
"643";"ispi_84";3
"644";"ispi_844";2
"645";"ispi_845";1
"646";"ispi_846";1
"647";"ispi_847";3
"648";"ispi_848";2
"649";"ispi_85";2
"650";"ispi_850";1
"651";"ispi_851";3
"652";"ispi_855";4
"653";"ispi_856";1
"654";"ispi_860";1
"655";"ispi_861";3
"656";"ispi_862";3
"657";"ispi_863";2
"658";"ispi_865";1
"659";"ispi_87";4
"660";"ispi_870";1
"661";"ispi_871";3
"662";"ispi_874";3
"663";"ispi_879";2
"664";"ispi_88";1
"665";"ispi_880";3
"666";"ispi_882";2
"667";"ispi_883";4
"668";"ispi_885";3
"669";"ispi_89";1
"670";"ispi_893";5
"671";"ispi_899";3
"672";"ispi_9";1
"673";"ispi_900";7
"674";"ispi_904";3
"675";"ispi_905";1
"676";"ispi_906";1
"677";"ispi_907";1
"678";"ispi_91";1
"679";"ispi_911";1
"680";"ispi_912";5
"681";"ispi_915";3
"682";"ispi_92";4
"683";"ispi_920";1
"684";"ispi_921";2
"685";"ispi_922";1
"686";"ispi_923";2
"687";"ispi_925";1
"688";"ispi_926";1
"689";"ispi_927";1
"690";"ispi_93";5
"691";"ispi_930";3
"692";"ispi_931";1
"693";"ispi_932";2
"694";"ispi_933";2
"695";"ispi_934";5
"696";"ispi_935";4
"697";"ispi_937";1
"698";"ispi_941";2
"699";"ispi_942";2
"700";"ispi_944";3
"701";"ispi_948";3
"702";"ispi_949";1
"703";"ispi_95";6
"704";"ispi_951";4
"705";"ispi_954";3
"706";"ispi_955";2
"707";"ispi_958";2
"708";"ispi_96";3
"709";"ispi_960";2
"710";"ispi_961";3
"711";"ispi_962";1
"712";"ispi_969";4
"713";"ispi_97";2
"714";"ispi_971";5
"715";"ispi_972";1
"716";"ispi_973";3
"717";"ispi_976";1
"718";"ispi_977";1
"719";"ispi_978";4
"720";"ispi_98";2
"721";"ispi_980";1
"722";"ispi_981";3
"723";"ispi_982";3
"724";"ispi_983";3
"725";"ispi_984";5
"726";"ispi_985";1
"727";"ispi_987";3
"728";"ispi_988";1
"729";"ispi_989";3
"730";"ispi_99";3
"731";"ispi_991";2
"732";"ispi_993";2
"733";"ispi_994";4
"734";"ispi_995";3
"735";"ispi_996";1
"736";"ispi_998";3
"737";"ispi_999";2
"738";"uspi_1278";1
"739";"uspi_1368";1
"740";"uspi_14";1
"741";"uspi_176";1
"742";"uspi_362";1
"743";"uspi_43";1
"744";"uspi_577";1
"745";"uspi_641";1
"746";"uspi_647";1
"747";"uspi_776";1
"748";"uspi_777";1
"749";"uspi_797";1
