"Yeast7";"Freq"
"302";"ispi_224";6
"303";"ispi_23";1
"304";"ispi_230";2
"305";"ispi_232";4
"306";"ispi_236";1
"307";"ispi_24";2
"308";"ispi_240";4
"309";"ispi_244";1
"310";"ispi_249";2
"311";"ispi_25";1
"312";"ispi_256";2
"313";"ispi_258";1
"314";"ispi_259";3
"315";"ispi_26";3
"316";"ispi_260";1
"317";"ispi_261";2
"318";"ispi_262";2
"319";"ispi_265";1
"320";"ispi_268";1
"321";"ispi_27";2
"322";"ispi_277";1
"323";"ispi_28";1
"324";"ispi_289";2
"325";"ispi_291";1
"326";"ispi_293";1
"327";"ispi_294";1
"328";"ispi_295";1
"329";"ispi_296";1
"330";"ispi_297";2
"331";"ispi_299";3
"332";"ispi_3";1
"333";"ispi_311";1
"334";"ispi_317";1
"335";"ispi_32";5
"336";"ispi_324";2
"337";"ispi_327";2
"338";"ispi_33";3
"339";"ispi_330";1
"340";"ispi_342";2
"341";"ispi_343";1
"342";"ispi_345";1
"343";"ispi_346";3
"344";"ispi_347";1
"345";"ispi_349";2
"346";"ispi_350";2
"347";"ispi_352";2
"348";"ispi_354";2
"349";"ispi_357";3
"350";"ispi_358";2
"351";"ispi_359";1
"352";"ispi_361";1
"353";"ispi_363";2
"354";"ispi_364";3
"355";"ispi_365";1
"356";"ispi_366";2
"357";"ispi_368";1
"358";"ispi_372";2
"359";"ispi_375";1
"360";"ispi_376";1
"361";"ispi_377";1
"362";"ispi_378";1
"363";"ispi_38";3
"364";"ispi_380";2
"365";"ispi_381";2
"366";"ispi_383";4
"367";"ispi_384";2
"368";"ispi_391";2
"369";"ispi_392";1
"370";"ispi_396";3
"371";"ispi_397";3
"372";"ispi_4";2
"373";"ispi_40";3
"374";"ispi_400";1
"375";"ispi_404";1
"376";"ispi_405";2
"377";"ispi_406";2
"378";"ispi_409";1
"379";"ispi_411";4
"380";"ispi_412";2
"381";"ispi_414";4
"382";"ispi_415";2
"383";"ispi_416";1
"384";"ispi_417";1
"385";"ispi_418";2
"386";"ispi_420";1
"387";"ispi_423";2
"388";"ispi_429";1
"389";"ispi_434";1
"390";"ispi_437";1
"391";"ispi_439";1
"392";"ispi_44";5
"393";"ispi_440";2
"394";"ispi_449";1
"395";"ispi_453";2
"396";"ispi_463";2
"397";"ispi_469";1
"398";"ispi_470";1
"399";"ispi_476";5
"400";"ispi_482";1
"401";"ispi_484";2
"402";"ispi_49";2
"403";"ispi_490";2
"404";"ispi_505";1
"405";"ispi_506";2
"406";"ispi_512";2
"407";"ispi_515";2
"408";"ispi_519";3
"409";"ispi_52";1
"410";"ispi_524";1
"411";"ispi_531";6
"412";"ispi_533";1
"413";"ispi_534";1
"414";"ispi_535";1
"415";"ispi_536";1
"416";"ispi_539";1
"417";"ispi_540";5
"418";"ispi_541";3
"419";"ispi_543";1
"420";"ispi_544";1
"421";"ispi_545";2
"422";"ispi_546";3
"423";"ispi_547";1
"424";"ispi_549";2
"425";"ispi_555";3
"426";"ispi_56";2
"427";"ispi_560";2
"428";"ispi_565";2
"429";"ispi_566";1
"430";"ispi_569";1
"431";"ispi_573";1
"432";"ispi_574";1
"433";"ispi_578";1
"434";"ispi_579";1
"435";"ispi_584";1
"436";"ispi_588";1
"437";"ispi_589";2
"438";"ispi_59";2
"439";"ispi_594";1
"440";"ispi_595";1
"441";"ispi_596";1
"442";"ispi_598";1
"443";"ispi_60";1
"444";"ispi_600";5
"445";"ispi_601";1
"446";"ispi_605";1
"447";"ispi_606";1
"448";"ispi_609";2
"449";"ispi_610";2
"450";"ispi_615";2
"451";"ispi_616";1
"452";"ispi_618";2
"453";"ispi_619";2
"454";"ispi_620";1
"455";"ispi_63";1
"456";"ispi_630";2
"457";"ispi_631";1
"458";"ispi_632";2
"459";"ispi_634";1
"460";"ispi_635";1
"461";"ispi_636";1
"462";"ispi_639";1
"463";"ispi_640";1
"464";"ispi_642";2
"465";"ispi_643";2
"466";"ispi_649";1
"467";"ispi_651";1
"468";"ispi_652";1
"469";"ispi_653";2
"470";"ispi_654";1
"471";"ispi_656";1
"472";"ispi_657";2
"473";"ispi_659";2
"474";"ispi_66";2
"475";"ispi_661";3
"476";"ispi_665";1
"477";"ispi_666";3
"478";"ispi_667";1
"479";"ispi_670";1
"480";"ispi_671";8
"481";"ispi_673";1
"482";"ispi_675";2
"483";"ispi_677";3
"484";"ispi_678";2
"485";"ispi_68";2
"486";"ispi_681";2
"487";"ispi_682";1
"488";"ispi_683";2
"489";"ispi_685";5
"490";"ispi_689";2
"491";"ispi_69";1
"492";"ispi_691";1
"493";"ispi_692";2
"494";"ispi_693";1
"495";"ispi_694";3
"496";"ispi_698";2
"497";"ispi_7";1
"498";"ispi_708";1
"499";"ispi_71";1
"500";"ispi_710";1
"501";"ispi_711";1
"502";"ispi_712";1
"503";"ispi_713";2
"504";"ispi_720";1
"505";"ispi_724";1
"506";"ispi_725";1
"507";"ispi_726";1
"508";"ispi_727";1
"509";"ispi_73";2
"510";"ispi_731";1
"511";"ispi_736";3
"512";"ispi_737";1
"513";"ispi_740";1
"514";"ispi_741";1
"515";"ispi_743";1
"516";"ispi_745";3
"517";"ispi_746";3
"518";"ispi_747";3
"519";"ispi_748";1
"520";"ispi_75";3
"521";"ispi_751";1
"522";"ispi_752";2
"523";"ispi_754";2
"524";"ispi_755";1
"525";"ispi_756";2
"526";"ispi_757";4
"527";"ispi_759";1
"528";"ispi_761";3
"529";"ispi_762";1
"530";"ispi_763";2
"531";"ispi_764";2
"532";"ispi_765";2
"533";"ispi_766";1
"534";"ispi_767";4
"535";"ispi_768";1
"536";"ispi_769";3
"537";"ispi_77";1
"538";"ispi_772";2
"539";"ispi_778";2
"540";"ispi_783";1
"541";"ispi_785";1
"542";"ispi_787";2
"543";"ispi_79";1
"544";"ispi_790";3
"545";"ispi_792";1
"546";"ispi_794";1
"547";"ispi_799";1
"548";"ispi_80";2
"549";"ispi_800";1
"550";"ispi_801";2
"551";"ispi_807";1
"552";"ispi_808";1
"553";"ispi_809";1
"554";"ispi_81";1
"555";"ispi_811";1
"556";"ispi_816";1
"557";"ispi_823";1
"558";"ispi_824";2
"559";"ispi_826";2
"560";"ispi_827";1
"561";"ispi_829";1
"562";"ispi_83";2
"563";"ispi_830";1
"564";"ispi_831";2
"565";"ispi_834";4
"566";"ispi_835";1
"567";"ispi_837";1
"568";"ispi_839";1
"569";"ispi_843";1
"570";"ispi_844";3
"571";"ispi_845";1
"572";"ispi_847";2
"573";"ispi_848";2
"574";"ispi_85";1
"575";"ispi_851";2
"576";"ispi_854";1
"577";"ispi_855";3
"578";"ispi_856";1
"579";"ispi_86";1
"580";"ispi_860";1
"581";"ispi_862";2
"582";"ispi_863";2
"583";"ispi_865";2
"584";"ispi_87";3
"585";"ispi_870";1
"586";"ispi_879";1
"587";"ispi_88";1
"588";"ispi_880";1
"589";"ispi_882";2
"590";"ispi_883";3
"591";"ispi_885";2
"592";"ispi_89";1
"593";"ispi_895";1
"594";"ispi_900";6
"595";"ispi_905";1
"596";"ispi_907";1
"597";"ispi_91";1
"598";"ispi_911";1
"599";"ispi_912";3
"600";"ispi_915";2
"601";"ispi_92";3
"602";"ispi_920";1
"603";"ispi_922";1
"604";"ispi_923";2
"605";"ispi_925";1
"606";"ispi_926";1
"607";"ispi_93";2
"608";"ispi_930";2
"609";"ispi_933";2
"610";"ispi_934";4
"611";"ispi_935";3
"612";"ispi_936";1
"613";"ispi_940";1
"614";"ispi_941";1
"615";"ispi_942";2
"616";"ispi_948";2
"617";"ispi_951";4
"618";"ispi_954";3
"619";"ispi_955";1
"620";"ispi_958";2
"621";"ispi_96";2
"622";"ispi_960";2
"623";"ispi_963";1
"624";"ispi_969";3
"625";"ispi_97";2
"626";"ispi_971";2
"627";"ispi_977";1
"628";"ispi_978";4
"629";"ispi_98";2
"630";"ispi_982";2
"631";"ispi_984";3
"632";"ispi_987";2
"633";"ispi_989";2
"634";"ispi_991";2
"635";"ispi_993";2
"636";"ispi_994";4
"637";"ispi_995";2
"638";"ispi_996";1
"639";"ispi_998";2
"640";"ispi_999";2
"641";"uspi_1060";1
"642";"uspi_1072";1
"643";"uspi_1077";1
"644";"uspi_1216";1
"645";"uspi_1227";1
"646";"uspi_1252";1
"647";"uspi_1275";1
"648";"uspi_1383";1
"649";"uspi_1393";1
"650";"uspi_1403";1
"651";"uspi_1474";1
"652";"uspi_1528";1
"653";"uspi_1548";1
"654";"uspi_638";1
