Reaction;iAZ900;iFF708;iLL672;iMM904;iND750;iTO977;Yeast1;Yeast6;Yeast7
imrxn_3477;0;0;0;1;1;0;1;1;1
imrxn_3478;0;0;0;0;0;0;1;1;1
imrxn_3479;0;0;0;1;0;0;0;0;0
imrxn_3480;0;0;0;0;0;0;1;1;1
imrxn_3481;0;0;1;0;0;0;0;0;0
imrxn_3482;0;0;0;0;0;0;0;1;1
imrxn_3483;0;0;0;0;0;0;0;1;1
imrxn_3484;0;1;1;1;1;1;1;1;1
imrxn_3485;0;0;1;0;0;0;0;0;0
imrxn_3486;0;0;1;0;0;0;0;0;0
imrxn_3487;0;0;0;1;1;0;1;0;0
imrxn_3488;0;0;0;1;1;0;1;1;0
imrxn_3489;0;0;0;1;1;1;1;1;1
imrxn_3490;0;0;1;0;0;0;0;0;0
imrxn_3491;0;0;0;1;1;0;1;0;0
imrxn_3492;0;0;0;1;1;0;0;0;0
imrxn_3493;0;0;0;0;0;0;0;1;0
imrxn_3494;0;0;1;0;0;0;0;0;0
imrxn_3495;0;0;0;0;0;0;0;1;0
imrxn_3496;0;1;1;1;1;1;1;1;1
imrxn_3497;0;0;0;0;0;0;0;1;1
imrxn_3498;0;0;0;0;0;0;0;1;1
imrxn_3499;0;0;0;0;0;0;0;1;0
imrxn_3500;0;1;1;0;1;1;1;1;1
imrxn_3501;0;1;1;0;0;1;0;0;0
imrxn_3502;0;1;1;1;1;1;1;1;1
imrxn_3503;0;0;0;1;1;0;1;1;1
imrxn_3504;0;1;1;1;1;1;1;1;1
imrxn_3505;0;1;1;1;1;1;1;1;1
imrxn_3506;0;0;1;0;0;0;0;0;0
imrxn_3507;0;0;0;0;0;0;0;1;1
imrxn_3508;0;1;0;1;1;1;1;1;1
imrxn_3509;0;0;0;1;0;0;0;0;0
imrxn_3510;0;0;1;0;0;0;0;0;0
imrxn_3511;0;0;1;0;0;0;0;0;0
imrxn_3512;0;0;0;0;0;1;1;1;1
imrxn_3513;0;1;1;0;0;1;0;0;0
imrxn_3514;0;1;0;0;0;0;0;0;0
imrxn_3515;0;0;0;1;1;1;1;1;1
imrxn_3516;0;1;0;0;0;1;0;0;0
imrxn_3517;0;0;0;0;0;1;0;0;0
imrxn_3518;0;0;0;1;1;0;1;1;1
imrxn_3519;0;0;0;0;0;0;0;1;1
imrxn_3520;0;0;1;0;0;0;0;0;0
imrxn_3521;0;0;0;0;0;0;0;1;1
imrxn_3522;0;0;0;0;0;0;0;1;1
imrxn_3523;0;0;0;1;0;0;0;0;0
imrxn_3524;0;0;0;1;1;0;1;1;1
imrxn_3525;0;0;0;1;1;0;1;1;1
imrxn_3526;0;0;0;0;0;0;0;1;1
imrxn_3527;0;0;0;0;0;0;0;1;0
imrxn_3528;0;0;0;1;1;0;0;0;0
imrxn_3529;0;0;0;1;1;0;1;0;0
imrxn_3530;0;0;0;1;0;1;1;1;1
imrxn_3531;0;0;0;0;0;0;0;1;1
imrxn_3532;0;0;0;1;1;0;1;1;1
imrxn_3533;0;0;0;1;1;0;1;0;0
imrxn_3534;0;1;1;0;0;1;0;0;0
imrxn_3535;0;1;1;0;0;1;0;0;0
imrxn_3536;0;1;1;0;0;1;0;0;0
imrxn_3537;0;0;0;1;1;0;1;1;1
imrxn_3538;0;0;0;0;0;0;0;1;0
imrxn_3539;0;0;0;0;0;1;0;0;0
imrxn_3540;0;0;0;1;1;0;1;1;0
imrxn_3541;0;1;1;0;0;1;0;0;0
imrxn_3542;0;0;0;1;1;0;0;0;0
imrxn_3543;0;0;1;0;0;0;0;0;0
imrxn_3544;0;1;1;1;1;1;1;1;1
imrxn_3545;0;1;1;0;0;1;1;1;1
imrxn_3546;0;1;1;0;0;1;0;0;0
imrxn_3547;0;0;0;1;0;1;1;1;1
imrxn_3548;0;1;1;1;1;1;1;1;1
imrxn_3549;0;0;0;0;0;1;0;0;0
imrxn_3550;0;0;0;0;0;1;0;0;0
imrxn_3551;0;0;1;0;0;0;0;0;0
imrxn_3552;0;0;1;0;0;0;0;0;0
imrxn_3553;0;1;1;1;1;1;1;1;1
imrxn_3554;0;0;0;1;1;0;1;1;1
imrxn_3555;0;1;1;1;1;1;1;1;1
imrxn_3556;0;1;1;1;1;1;1;1;1
imrxn_3557;0;0;0;0;0;1;0;0;0
imrxn_3558;0;0;0;0;0;1;0;0;0
imrxn_3559;0;0;0;1;0;1;1;1;1
imrxn_3560;0;0;0;1;0;0;0;0;0
imrxn_3561;0;1;1;1;1;1;1;1;1
imrxn_3562;0;0;0;1;1;0;1;1;1
imrxn_3563;0;0;1;1;1;0;1;1;1
imrxn_3564;0;1;1;1;1;1;1;1;1
imrxn_3565;0;0;1;0;0;0;0;0;0
imrxn_3566;0;0;0;1;1;0;1;1;1
imrxn_3567;0;1;1;1;1;1;1;0;0
imrxn_3568;0;0;0;0;0;1;0;0;0
imrxn_3569;0;1;1;1;1;1;1;1;1
imrxn_3570;0;1;0;0;0;0;0;0;0
umrxn_0;0;0;0;1;0;0;0;0;0
umrxn_1;0;0;0;1;0;0;0;0;0
umrxn_2;0;0;0;1;0;0;0;0;0
umrxn_3;0;0;0;1;0;0;0;0;0
umrxn_4;0;0;0;1;0;0;0;0;0
umrxn_5;0;0;0;1;0;0;0;0;0
umrxn_6;0;0;0;1;0;0;0;0;0
umrxn_7;0;0;0;1;0;0;0;0;0
umrxn_8;0;0;0;1;0;0;0;0;0
umrxn_9;0;0;0;1;0;0;0;0;0
umrxn_10;0;0;0;1;0;0;0;0;0
umrxn_11;0;0;0;1;0;0;0;0;0
umrxn_12;0;0;0;1;0;0;0;0;0
umrxn_13;0;0;0;1;0;0;0;0;0
umrxn_14;0;0;0;1;0;0;0;0;0
umrxn_15;0;0;0;1;0;0;0;0;0
umrxn_16;0;0;0;1;0;0;0;0;0
umrxn_17;0;0;0;1;0;0;0;0;0
umrxn_18;0;0;0;1;0;0;0;0;0
umrxn_19;0;0;0;1;0;0;0;0;0
umrxn_20;0;0;0;1;0;0;0;0;0
umrxn_21;0;0;0;1;0;0;0;0;0
umrxn_22;0;0;0;1;0;0;0;0;0
umrxn_23;0;0;0;1;0;0;0;0;0
umrxn_24;0;0;0;1;0;0;0;0;0
umrxn_25;0;0;0;1;0;0;0;0;0
umrxn_26;0;0;0;1;0;0;0;0;0
umrxn_27;0;0;0;1;0;0;0;0;0
umrxn_28;0;0;0;1;0;0;0;0;0
umrxn_29;0;0;0;1;0;0;0;0;0
umrxn_30;0;0;0;1;0;0;0;0;0
umrxn_31;0;0;0;1;0;0;0;0;0
umrxn_32;0;0;0;1;0;0;0;0;0
umrxn_33;0;0;0;1;0;0;0;0;0
umrxn_34;0;0;0;1;0;0;0;0;0
umrxn_35;0;0;0;1;0;0;0;0;0
umrxn_36;0;0;0;1;0;0;0;0;0
umrxn_37;0;0;0;1;0;0;0;0;0
umrxn_38;0;0;0;1;0;0;0;0;0
umrxn_39;0;0;0;1;0;0;0;0;0
umrxn_40;0;0;0;1;0;0;0;0;0
umrxn_41;0;0;0;1;0;0;0;0;0
umrxn_42;0;0;0;1;0;0;0;0;0
umrxn_43;0;0;0;1;0;0;0;0;0
umrxn_44;0;0;0;1;0;0;0;0;0
umrxn_45;0;0;0;1;0;0;0;0;0
umrxn_46;0;0;0;1;0;0;0;0;0
umrxn_47;0;0;0;1;0;0;0;0;0
umrxn_48;0;0;0;1;0;0;0;0;0
umrxn_49;0;0;0;1;0;0;0;0;0
umrxn_50;0;0;0;1;0;0;0;0;0
umrxn_51;0;0;0;1;0;0;0;0;0
umrxn_52;0;0;0;1;0;0;0;0;0
umrxn_53;0;0;0;1;0;0;0;0;0
umrxn_54;0;0;0;1;0;0;0;0;0
umrxn_55;0;0;0;1;0;0;0;0;0
umrxn_56;0;0;0;1;0;0;0;0;0
umrxn_57;0;0;0;1;0;0;0;0;0
umrxn_58;0;0;0;1;0;0;0;0;0
umrxn_59;0;0;0;1;0;0;0;0;0
umrxn_60;0;0;0;1;0;0;0;0;0
umrxn_61;0;0;0;1;0;0;0;0;0
umrxn_62;0;0;0;1;0;0;0;0;0
umrxn_63;0;0;0;1;0;0;0;0;0
umrxn_64;0;0;0;1;0;0;0;0;0
umrxn_65;0;0;0;1;0;0;0;0;0
umrxn_66;0;0;0;1;0;0;0;0;0
umrxn_67;0;0;0;1;0;0;0;0;0
umrxn_68;0;0;0;1;0;0;0;0;0
umrxn_69;0;0;0;1;0;0;0;0;0
umrxn_70;0;0;0;1;0;0;0;0;0
umrxn_71;0;0;0;1;0;0;0;0;0
umrxn_72;0;0;0;1;0;0;0;0;0
umrxn_73;0;0;0;1;0;0;0;0;0
umrxn_74;0;0;0;1;0;0;0;0;0
umrxn_75;0;0;0;1;0;0;0;0;0
umrxn_76;0;0;0;1;0;0;0;0;0
umrxn_77;0;0;0;1;0;0;0;0;0
umrxn_78;0;0;0;1;0;0;0;0;0
umrxn_79;0;0;0;1;0;0;0;0;0
umrxn_80;0;0;0;1;0;0;0;0;0
umrxn_81;0;0;0;1;0;0;0;0;0
umrxn_82;0;0;0;1;0;0;0;0;0
umrxn_83;0;0;0;1;0;0;0;0;0
umrxn_84;0;0;0;1;0;0;0;0;0
umrxn_85;0;0;0;1;0;0;0;0;0
umrxn_86;0;0;0;1;0;0;0;0;0
umrxn_87;1;0;0;0;0;0;0;0;0
umrxn_88;1;0;0;0;0;0;0;0;0
umrxn_89;1;0;0;0;0;0;0;0;0
umrxn_90;1;0;0;0;0;0;0;0;0
umrxn_91;1;0;0;0;0;0;0;0;0
umrxn_92;1;0;0;0;0;0;0;0;0
umrxn_93;1;0;0;0;0;0;0;0;0
umrxn_94;1;0;0;0;0;0;0;0;0
umrxn_95;1;0;0;0;0;0;0;0;0
umrxn_96;1;0;0;0;0;0;0;0;0
umrxn_97;1;0;0;0;0;0;0;0;0
umrxn_98;1;0;0;0;0;0;0;0;0
umrxn_99;1;0;0;0;0;0;0;0;0
umrxn_100;1;0;0;0;0;0;0;0;0
umrxn_101;1;0;0;0;0;0;0;0;0
umrxn_102;1;0;0;0;0;0;0;0;0
umrxn_103;1;0;0;0;0;0;0;0;0
umrxn_104;1;0;0;0;0;0;0;0;0
umrxn_105;1;0;0;0;0;0;0;0;0
umrxn_106;1;0;0;0;0;0;0;0;0
umrxn_107;1;0;0;0;0;0;0;0;0
umrxn_108;1;0;0;0;0;0;0;0;0
umrxn_109;1;0;0;0;0;0;0;0;0
umrxn_110;1;0;0;0;0;0;0;0;0
umrxn_111;1;0;0;0;0;0;0;0;0
umrxn_112;1;0;0;0;0;0;0;0;0
umrxn_113;1;0;0;0;0;0;0;0;0
umrxn_114;1;0;0;0;0;0;0;0;0
umrxn_115;1;0;0;0;0;0;0;0;0
umrxn_116;1;0;0;0;0;0;0;0;0
umrxn_117;1;0;0;0;0;0;0;0;0
umrxn_118;1;0;0;0;0;0;0;0;0
umrxn_119;1;0;0;0;0;0;0;0;0
umrxn_120;1;0;0;0;0;0;0;0;0
umrxn_121;1;0;0;0;0;0;0;0;0
umrxn_123;0;0;0;0;1;0;0;0;0
umrxn_124;0;0;0;0;1;0;0;0;0
umrxn_125;0;0;0;0;1;0;0;0;0
umrxn_126;0;0;0;0;1;0;0;0;0
umrxn_127;0;0;0;0;1;0;0;0;0
umrxn_128;0;0;0;0;1;0;0;0;0
umrxn_129;0;0;0;0;1;0;0;0;0
umrxn_130;0;0;0;0;1;0;0;0;0
umrxn_131;0;0;0;0;1;0;0;0;0
umrxn_132;0;0;0;0;1;0;0;0;0
umrxn_133;0;0;0;0;1;0;0;0;0
umrxn_134;0;0;1;0;0;0;0;0;0
umrxn_135;0;0;1;0;0;0;0;0;0
umrxn_136;0;0;1;0;0;0;0;0;0
umrxn_137;0;0;1;0;0;0;0;0;0
umrxn_138;0;0;1;0;0;0;0;0;0
umrxn_139;0;0;1;0;0;0;0;0;0
umrxn_140;0;0;1;0;0;0;0;0;0
umrxn_141;0;0;1;0;0;0;0;0;0
umrxn_142;0;0;1;0;0;0;0;0;0
umrxn_143;0;0;1;0;0;0;0;0;0
umrxn_144;0;0;1;0;0;0;0;0;0
umrxn_145;0;0;1;0;0;0;0;0;0
umrxn_146;0;0;1;0;0;0;0;0;0
umrxn_147;0;0;1;0;0;0;0;0;0
umrxn_148;0;0;1;0;0;0;0;0;0
umrxn_149;0;0;1;0;0;0;0;0;0
umrxn_150;0;0;1;0;0;0;0;0;0
umrxn_151;0;0;1;0;0;0;0;0;0
umrxn_152;0;0;1;0;0;0;0;0;0
umrxn_153;0;0;1;0;0;0;0;0;0
umrxn_154;0;0;1;0;0;0;0;0;0
umrxn_155;0;0;1;0;0;0;0;0;0
umrxn_156;0;0;1;0;0;0;0;0;0
umrxn_157;0;0;1;0;0;0;0;0;0
umrxn_158;0;0;1;0;0;0;0;0;0
umrxn_159;0;0;1;0;0;0;0;0;0
umrxn_160;0;0;1;0;0;0;0;0;0
umrxn_161;0;0;1;0;0;0;0;0;0
umrxn_162;0;0;1;0;0;0;0;0;0
umrxn_163;0;0;1;0;0;0;0;0;0
umrxn_164;0;0;1;0;0;0;0;0;0
umrxn_165;0;0;1;0;0;0;0;0;0
umrxn_166;0;0;1;0;0;0;0;0;0
umrxn_167;0;0;1;0;0;0;0;0;0
umrxn_168;0;0;1;0;0;0;0;0;0
umrxn_169;0;0;1;0;0;0;0;0;0
umrxn_170;0;0;1;0;0;0;0;0;0
umrxn_171;0;0;1;0;0;0;0;0;0
umrxn_172;0;0;1;0;0;0;0;0;0
umrxn_173;0;0;1;0;0;0;0;0;0
umrxn_174;0;0;1;0;0;0;0;0;0
umrxn_175;0;0;1;0;0;0;0;0;0
umrxn_176;0;0;1;0;0;0;0;0;0
umrxn_177;0;0;1;0;0;0;0;0;0
umrxn_178;0;0;1;0;0;0;0;0;0
umrxn_179;0;0;1;0;0;0;0;0;0
umrxn_180;0;0;1;0;0;0;0;0;0
umrxn_181;0;0;1;0;0;0;0;0;0
umrxn_182;0;0;1;0;0;0;0;0;0
umrxn_183;0;0;1;0;0;0;0;0;0
umrxn_184;0;0;1;0;0;0;0;0;0
umrxn_185;0;0;1;0;0;0;0;0;0
umrxn_186;0;0;1;0;0;0;0;0;0
umrxn_187;0;0;1;0;0;0;0;0;0
umrxn_188;0;0;1;0;0;0;0;0;0
umrxn_189;0;0;1;0;0;0;0;0;0
umrxn_190;0;0;1;0;0;0;0;0;0
umrxn_191;0;0;1;0;0;0;0;0;0
umrxn_192;0;0;1;0;0;0;0;0;0
umrxn_193;0;0;1;0;0;0;0;0;0
umrxn_194;0;0;1;0;0;0;0;0;0
umrxn_195;0;0;1;0;0;0;0;0;0
umrxn_196;0;0;1;0;0;0;0;0;0
umrxn_197;0;0;1;0;0;0;0;0;0
umrxn_198;0;0;1;0;0;0;0;0;0
umrxn_199;0;0;1;0;0;0;0;0;0
umrxn_200;0;0;1;0;0;0;0;0;0
umrxn_201;0;0;1;0;0;0;0;0;0
umrxn_202;0;0;1;0;0;0;0;0;0
umrxn_203;0;0;1;0;0;0;0;0;0
umrxn_204;0;0;1;0;0;0;0;0;0
umrxn_205;0;0;1;0;0;0;0;0;0
umrxn_206;0;0;1;0;0;0;0;0;0
umrxn_207;0;0;1;0;0;0;0;0;0
umrxn_208;0;0;1;0;0;0;0;0;0
umrxn_209;0;0;1;0;0;0;0;0;0
umrxn_210;0;0;1;0;0;0;0;0;0
umrxn_211;0;0;1;0;0;0;0;0;0
umrxn_212;0;0;1;0;0;0;0;0;0
umrxn_213;0;0;1;0;0;0;0;0;0
umrxn_214;0;0;1;0;0;0;0;0;0
umrxn_215;0;0;1;0;0;0;0;0;0
umrxn_216;0;0;1;0;0;0;0;0;0
umrxn_217;0;0;1;0;0;0;0;0;0
umrxn_218;0;0;1;0;0;0;0;0;0
umrxn_219;0;0;1;0;0;0;0;0;0
umrxn_220;0;0;1;0;0;0;0;0;0
umrxn_221;0;0;1;0;0;0;0;0;0
umrxn_222;0;0;1;0;0;0;0;0;0
umrxn_223;0;0;1;0;0;0;0;0;0
umrxn_224;0;0;1;0;0;0;0;0;0
umrxn_225;0;0;1;0;0;0;0;0;0
umrxn_226;0;0;1;0;0;0;0;0;0
umrxn_227;0;0;1;0;0;0;0;0;0
umrxn_228;0;0;1;0;0;0;0;0;0
umrxn_229;0;0;1;0;0;0;0;0;0
umrxn_230;0;0;1;0;0;0;0;0;0
umrxn_231;0;0;1;0;0;0;0;0;0
umrxn_232;0;0;1;0;0;0;0;0;0
umrxn_233;0;0;1;0;0;0;0;0;0
umrxn_234;0;0;1;0;0;0;0;0;0
umrxn_235;0;0;1;0;0;0;0;0;0
umrxn_236;0;0;1;0;0;0;0;0;0
umrxn_237;0;0;1;0;0;0;0;0;0
umrxn_238;0;0;1;0;0;0;0;0;0
umrxn_239;0;0;1;0;0;0;0;0;0
umrxn_240;0;0;1;0;0;0;0;0;0
umrxn_241;0;1;0;0;0;0;0;0;0
umrxn_242;0;1;0;0;0;0;0;0;0
umrxn_243;0;1;0;0;0;0;0;0;0
umrxn_244;0;1;0;0;0;0;0;0;0
umrxn_245;0;1;0;0;0;0;0;0;0
umrxn_246;0;1;0;0;0;0;0;0;0
umrxn_247;0;1;0;0;0;0;0;0;0
umrxn_248;0;1;0;0;0;0;0;0;0
umrxn_249;0;1;0;0;0;0;0;0;0
umrxn_250;0;1;0;0;0;0;0;0;0
umrxn_251;0;1;0;0;0;0;0;0;0
umrxn_252;0;1;0;0;0;0;0;0;0
umrxn_253;0;1;0;0;0;0;0;0;0
umrxn_254;0;1;0;0;0;0;0;0;0
umrxn_255;0;1;0;0;0;0;0;0;0
umrxn_256;0;1;0;0;0;0;0;0;0
umrxn_257;0;1;0;0;0;0;0;0;0
umrxn_258;0;1;0;0;0;0;0;0;0
umrxn_259;0;1;0;0;0;0;0;0;0
umrxn_260;0;1;0;0;0;0;0;0;0
umrxn_261;0;1;0;0;0;0;0;0;0
umrxn_262;0;1;0;0;0;0;0;0;0
umrxn_263;0;1;0;0;0;0;0;0;0
umrxn_264;0;1;0;0;0;0;0;0;0
umrxn_265;0;1;0;0;0;0;0;0;0
umrxn_266;0;1;0;0;0;0;0;0;0
umrxn_267;0;1;0;0;0;0;0;0;0
umrxn_268;0;1;0;0;0;0;0;0;0
umrxn_269;0;1;0;0;0;0;0;0;0
umrxn_270;0;1;0;0;0;0;0;0;0
umrxn_271;0;1;0;0;0;0;0;0;0
umrxn_272;0;1;0;0;0;0;0;0;0
umrxn_273;0;1;0;0;0;0;0;0;0
umrxn_274;0;1;0;0;0;0;0;0;0
umrxn_275;0;1;0;0;0;0;0;0;0
umrxn_276;0;1;0;0;0;0;0;0;0
umrxn_277;0;1;0;0;0;0;0;0;0
umrxn_278;0;1;0;0;0;0;0;0;0
umrxn_279;0;1;0;0;0;0;0;0;0
umrxn_280;0;1;0;0;0;0;0;0;0
umrxn_281;0;1;0;0;0;0;0;0;0
umrxn_282;0;1;0;0;0;0;0;0;0
umrxn_283;0;1;0;0;0;0;0;0;0
umrxn_284;0;1;0;0;0;0;0;0;0
umrxn_285;0;1;0;0;0;0;0;0;0
umrxn_286;0;1;0;0;0;0;0;0;0
umrxn_287;0;1;0;0;0;0;0;0;0
umrxn_288;0;1;0;0;0;0;0;0;0
umrxn_289;0;1;0;0;0;0;0;0;0
umrxn_290;0;1;0;0;0;0;0;0;0
umrxn_291;0;1;0;0;0;0;0;0;0
umrxn_292;0;1;0;0;0;0;0;0;0
umrxn_293;0;1;0;0;0;0;0;0;0
umrxn_294;0;1;0;0;0;0;0;0;0
umrxn_295;0;0;0;0;0;1;0;0;0
umrxn_296;0;0;0;0;0;1;0;0;0
umrxn_297;0;0;0;0;0;1;0;0;0
umrxn_298;0;0;0;0;0;1;0;0;0
umrxn_299;0;0;0;0;0;1;0;0;0
umrxn_300;0;0;0;0;0;1;0;0;0
umrxn_301;0;0;0;0;0;1;0;0;0
umrxn_302;0;0;0;0;0;1;0;0;0
umrxn_303;0;0;0;0;0;1;0;0;0
umrxn_304;0;0;0;0;0;1;0;0;0
umrxn_305;0;0;0;0;0;1;0;0;0
umrxn_306;0;0;0;0;0;1;0;0;0
umrxn_307;0;0;0;0;0;1;0;0;0
umrxn_308;0;0;0;0;0;1;0;0;0
umrxn_309;0;0;0;0;0;1;0;0;0
umrxn_310;0;0;0;0;0;1;0;0;0
umrxn_311;0;0;0;0;0;1;0;0;0
umrxn_312;0;0;0;0;0;1;0;0;0
umrxn_313;0;0;0;0;0;1;0;0;0
umrxn_314;0;0;0;0;0;1;0;0;0
umrxn_315;0;0;0;0;0;1;0;0;0
umrxn_316;0;0;0;0;0;1;0;0;0
umrxn_317;0;0;0;0;0;1;0;0;0
umrxn_318;0;0;0;0;0;1;0;0;0
umrxn_319;0;0;0;0;0;1;0;0;0
umrxn_320;0;0;0;0;0;1;0;0;0
umrxn_321;0;0;0;0;0;1;0;0;0
umrxn_322;0;0;0;0;0;1;0;0;0
umrxn_323;0;0;0;0;0;1;0;0;0
umrxn_324;0;0;0;0;0;1;0;0;0
umrxn_325;0;0;0;0;0;1;0;0;0
umrxn_326;0;0;0;0;0;1;0;0;0
umrxn_327;0;0;0;0;0;1;0;0;0
umrxn_328;0;0;0;0;0;1;0;0;0
umrxn_329;0;0;0;0;0;1;0;0;0
umrxn_330;0;0;0;0;0;1;0;0;0
umrxn_331;0;0;0;0;0;1;0;0;0
umrxn_332;0;0;0;0;0;1;0;0;0
umrxn_333;0;0;0;0;0;1;0;0;0
umrxn_334;0;0;0;0;0;1;0;0;0
umrxn_335;0;0;0;0;0;1;0;0;0
umrxn_336;0;0;0;0;0;1;0;0;0
umrxn_337;0;0;0;0;0;1;0;0;0
umrxn_338;0;0;0;0;0;1;0;0;0
umrxn_339;0;0;0;0;0;1;0;0;0
umrxn_340;0;0;0;0;0;1;0;0;0
umrxn_341;0;0;0;0;0;1;0;0;0
umrxn_342;0;0;0;0;0;1;0;0;0
umrxn_343;0;0;0;0;0;1;0;0;0
umrxn_344;0;0;0;0;0;1;0;0;0
umrxn_345;0;0;0;0;0;1;0;0;0
umrxn_346;0;0;0;0;0;1;0;0;0
umrxn_347;0;0;0;0;0;1;0;0;0
umrxn_348;0;0;0;0;0;1;0;0;0
umrxn_349;0;0;0;0;0;1;0;0;0
umrxn_350;0;0;0;0;0;1;0;0;0
umrxn_351;0;0;0;0;0;1;0;0;0
umrxn_352;0;0;0;0;0;1;0;0;0
umrxn_353;0;0;0;0;0;1;0;0;0
umrxn_354;0;0;0;0;0;1;0;0;0
umrxn_355;0;0;0;0;0;1;0;0;0
umrxn_356;0;0;0;0;0;1;0;0;0
umrxn_357;0;0;0;0;0;1;0;0;0
umrxn_358;0;0;0;0;0;1;0;0;0
umrxn_359;0;0;0;0;0;1;0;0;0
umrxn_360;0;0;0;0;0;1;0;0;0
umrxn_361;0;0;0;0;0;1;0;0;0
umrxn_362;0;0;0;0;0;1;0;0;0
umrxn_363;0;0;0;0;0;1;0;0;0
umrxn_364;0;0;0;0;0;1;0;0;0
umrxn_365;0;0;0;0;0;1;0;0;0
umrxn_366;0;0;0;0;0;1;0;0;0
umrxn_367;0;0;0;0;0;1;0;0;0
umrxn_368;0;0;0;0;0;1;0;0;0
umrxn_369;0;0;0;0;0;1;0;0;0
umrxn_370;0;0;0;0;0;1;0;0;0
umrxn_371;0;0;0;0;0;1;0;0;0
umrxn_372;0;0;0;0;0;1;0;0;0
umrxn_373;0;0;0;0;0;1;0;0;0
umrxn_374;0;0;0;0;0;1;0;0;0
umrxn_375;0;0;0;0;0;1;0;0;0
umrxn_376;0;0;0;0;0;1;0;0;0
umrxn_377;0;0;0;0;0;1;0;0;0
umrxn_378;0;0;0;0;0;1;0;0;0
umrxn_379;0;0;0;0;0;1;0;0;0
umrxn_380;0;0;0;0;0;1;0;0;0
umrxn_381;0;0;0;0;0;1;0;0;0
umrxn_382;0;0;0;0;0;1;0;0;0
umrxn_383;0;0;0;0;0;1;0;0;0
umrxn_384;0;0;0;0;0;1;0;0;0
umrxn_385;0;0;0;0;0;1;0;0;0
umrxn_386;0;0;0;0;0;1;0;0;0
umrxn_387;0;0;0;0;0;1;0;0;0
umrxn_388;0;0;0;0;0;1;0;0;0
umrxn_389;0;0;0;0;0;1;0;0;0
umrxn_390;0;0;0;0;0;1;0;0;0
umrxn_391;0;0;0;0;0;1;0;0;0
umrxn_392;0;0;0;0;0;1;0;0;0
umrxn_393;0;0;0;0;0;1;0;0;0
umrxn_394;0;0;0;0;0;1;0;0;0
umrxn_395;0;0;0;0;0;1;0;0;0
umrxn_396;0;0;0;0;0;1;0;0;0
umrxn_397;0;0;0;0;0;1;0;0;0
umrxn_398;0;0;0;0;0;1;0;0;0
umrxn_399;0;0;0;0;0;1;0;0;0
umrxn_400;0;0;0;0;0;1;0;0;0
umrxn_401;0;0;0;0;0;1;0;0;0
umrxn_402;0;0;0;0;0;1;0;0;0
umrxn_403;0;0;0;0;0;1;0;0;0
umrxn_404;0;0;0;0;0;1;0;0;0
umrxn_405;0;0;0;0;0;1;0;0;0
umrxn_406;0;0;0;0;0;1;0;0;0
umrxn_407;0;0;0;0;0;1;0;0;0
umrxn_408;0;0;0;0;0;1;0;0;0
umrxn_409;0;0;0;0;0;1;0;0;0
umrxn_410;0;0;0;0;0;1;0;0;0
umrxn_411;0;0;0;0;0;1;0;0;0
umrxn_412;0;0;0;0;0;1;0;0;0
umrxn_413;0;0;0;0;0;1;0;0;0
umrxn_414;0;0;0;0;0;1;0;0;0
umrxn_415;0;0;0;0;0;1;0;0;0
umrxn_416;0;0;0;0;0;1;0;0;0
umrxn_417;0;0;0;0;0;1;0;0;0
umrxn_418;0;0;0;0;0;1;0;0;0
umrxn_419;0;0;0;0;0;1;0;0;0
umrxn_420;0;0;0;0;0;1;0;0;0
umrxn_421;0;0;0;0;0;1;0;0;0
umrxn_422;0;0;0;0;0;1;0;0;0
umrxn_423;0;0;0;0;0;1;0;0;0
umrxn_424;0;0;0;0;0;1;0;0;0
umrxn_425;0;0;0;0;0;1;0;0;0
umrxn_426;0;0;0;0;0;1;0;0;0
umrxn_427;0;0;0;0;0;1;0;0;0
umrxn_428;0;0;0;0;0;1;0;0;0
umrxn_429;0;0;0;0;0;1;0;0;0
umrxn_430;0;0;0;0;0;1;0;0;0
umrxn_431;0;0;0;0;0;1;0;0;0
umrxn_432;0;0;0;0;0;1;0;0;0
umrxn_433;0;0;0;0;0;1;0;0;0
umrxn_434;0;0;0;0;0;1;0;0;0
umrxn_435;0;0;0;0;0;1;0;0;0
umrxn_436;0;0;0;0;0;1;0;0;0
umrxn_437;0;0;0;0;0;1;0;0;0
umrxn_438;0;0;0;0;0;1;0;0;0
umrxn_439;0;0;0;0;0;1;0;0;0
umrxn_440;0;0;0;0;0;1;0;0;0
umrxn_441;0;0;0;0;0;1;0;0;0
umrxn_442;0;0;0;0;0;1;0;0;0
umrxn_443;0;0;0;0;0;1;0;0;0
umrxn_444;0;0;0;0;0;1;0;0;0
umrxn_445;0;0;0;0;0;1;0;0;0
umrxn_446;0;0;0;0;0;1;0;0;0
umrxn_447;0;0;0;0;0;1;0;0;0
umrxn_448;0;0;0;0;0;1;0;0;0
umrxn_449;0;0;0;0;0;1;0;0;0
umrxn_450;0;0;0;0;0;1;0;0;0
umrxn_451;0;0;0;0;0;1;0;0;0
umrxn_452;0;0;0;0;0;1;0;0;0
umrxn_453;0;0;0;0;0;1;0;0;0
umrxn_454;0;0;0;0;0;1;0;0;0
umrxn_455;0;0;0;0;0;1;0;0;0
umrxn_456;0;0;0;0;0;1;0;0;0
umrxn_457;0;0;0;0;0;1;0;0;0
umrxn_458;0;0;0;0;0;1;0;0;0
umrxn_459;0;0;0;0;0;1;0;0;0
umrxn_460;0;0;0;0;0;1;0;0;0
