Reaction;iAZ900;iFF708;iLL672;iMM904;iND750;iTO977;Yeast1;Yeast6;Yeast7
imrxn_2404;1;1;1;1;1;1;1;1;1
imrxn_2405;1;0;0;1;1;1;1;1;1
imrxn_2406;1;1;1;0;0;1;0;0;0
imrxn_2407;0;0;1;0;0;0;0;0;0
imrxn_2408;1;0;0;1;1;0;1;1;1
imrxn_2409;1;0;0;0;0;0;0;1;1
imrxn_2410;1;0;0;1;1;0;1;1;1
imrxn_2411;0;0;0;1;1;0;0;0;0
imrxn_2412;1;0;0;1;0;0;0;0;0
imrxn_2413;1;0;0;1;1;0;1;1;1
imrxn_2414;0;1;1;0;0;1;0;0;0
imrxn_2415;1;0;0;1;1;0;0;0;0
imrxn_2416;1;0;0;0;1;0;1;1;1
imrxn_2417;1;0;0;1;1;0;1;1;1
imrxn_2418;1;1;0;1;1;1;1;0;0
imrxn_2419;0;1;1;1;1;1;1;1;1
imrxn_2420;1;0;0;1;1;0;1;1;1
imrxn_2421;1;0;0;0;0;0;0;1;1
imrxn_2422;1;0;0;0;0;0;0;1;1
imrxn_2423;1;0;0;1;1;0;1;1;1
imrxn_2424;1;1;0;0;0;1;0;0;0
imrxn_2425;0;0;0;1;1;0;0;0;0
imrxn_2426;0;0;0;1;1;0;1;1;1
imrxn_2427;0;0;0;0;0;0;0;1;1
imrxn_2428;0;0;0;1;0;0;0;0;0
imrxn_2429;0;0;0;1;1;0;0;0;0
imrxn_2430;0;0;1;0;0;0;0;0;0
imrxn_2431;0;0;1;0;0;0;0;0;0
imrxn_2432;1;0;1;0;0;0;0;0;0
imrxn_2433;1;1;1;0;0;0;0;0;0
imrxn_2434;1;1;0;0;0;1;0;0;0
imrxn_2435;1;0;0;1;0;0;1;1;1
imrxn_2436;0;0;0;0;0;0;1;1;1
imrxn_2437;0;0;1;0;1;1;0;0;0
imrxn_2438;0;1;0;1;1;1;1;1;1
imrxn_2439;0;0;1;0;0;0;0;0;0
imrxn_2440;1;1;1;0;0;1;0;0;0
imrxn_2441;1;0;0;0;0;0;1;1;1
imrxn_2442;1;0;0;1;1;0;1;1;1
imrxn_2443;1;0;0;1;1;0;1;1;1
imrxn_2444;0;1;1;0;0;0;0;0;0
imrxn_2445;0;1;1;1;1;1;1;1;1
imrxn_2446;0;0;0;1;1;0;1;1;1
imrxn_2447;1;1;1;1;1;1;1;1;1
imrxn_2448;1;0;0;0;0;0;1;1;1
imrxn_2449;1;0;0;1;0;0;1;1;1
imrxn_2450;1;1;1;1;1;1;1;1;1
imrxn_2451;1;1;1;0;0;1;0;0;0
imrxn_2452;0;0;0;1;1;0;1;1;1
imrxn_2453;0;0;0;0;0;0;0;1;1
imrxn_2454;1;1;0;0;0;0;0;0;0
imrxn_2455;1;0;0;0;0;0;0;1;1
imrxn_2456;1;0;0;0;0;0;0;1;1
imrxn_2457;0;0;0;0;0;0;0;1;1
imrxn_2458;1;1;1;1;1;1;1;1;1
imrxn_2459;1;0;0;0;0;0;0;1;1
imrxn_2460;0;1;1;1;1;1;1;1;1
imrxn_2461;1;0;1;0;0;0;0;0;0
imrxn_2462;0;1;1;1;1;1;1;1;1
imrxn_2463;0;0;0;1;1;0;1;1;1
imrxn_2464;1;0;0;0;0;0;0;1;1
imrxn_2465;1;0;1;0;0;1;1;1;1
imrxn_2466;1;0;0;0;0;0;0;1;1
imrxn_2467;0;0;0;0;0;0;0;1;1
imrxn_2468;0;0;0;0;0;0;0;1;1
imrxn_2469;1;0;0;1;1;0;1;1;1
imrxn_2470;1;0;1;0;0;0;0;0;0
imrxn_2471;1;0;0;0;0;0;0;1;1
imrxn_2472;1;0;0;1;0;1;1;1;1
imrxn_2473;0;0;0;0;0;0;0;1;1
imrxn_2474;1;0;0;0;0;0;0;1;1
imrxn_2475;1;0;0;0;0;0;0;1;1
imrxn_2476;1;0;0;0;0;0;0;1;1
imrxn_2477;1;0;0;1;1;0;1;1;1
imrxn_2478;1;0;0;1;1;0;1;1;0
imrxn_2479;1;0;1;0;0;0;0;0;0
imrxn_2480;1;0;0;1;1;0;1;1;1
imrxn_2481;1;0;0;0;0;0;0;1;1
imrxn_2482;1;1;1;1;1;1;1;1;1
imrxn_2483;1;0;0;0;0;0;0;1;1
imrxn_2484;1;1;0;1;1;1;1;1;1
imrxn_2485;1;1;1;1;1;1;1;1;1
imrxn_2486;1;0;0;1;1;0;1;1;1
imrxn_2487;1;1;1;1;1;1;1;1;1
imrxn_2488;0;0;0;1;1;0;1;1;1
imrxn_2489;1;1;1;0;0;1;0;0;0
imrxn_2490;1;0;0;0;0;0;0;1;1
imrxn_2491;0;0;0;0;0;0;0;0;1
imrxn_2492;1;0;0;1;1;1;1;1;1
imrxn_2493;1;1;1;1;1;1;1;1;1
imrxn_2494;0;1;0;1;1;1;1;1;1
imrxn_2495;0;0;1;0;0;0;0;0;0
imrxn_2496;1;0;0;0;0;0;0;1;1
imrxn_2497;0;0;0;0;0;1;0;0;0
imrxn_2498;1;1;1;0;0;0;0;0;0
imrxn_2499;1;0;1;0;0;0;0;0;0
imrxn_2500;0;0;0;1;1;0;1;1;1
imrxn_2501;0;0;1;0;0;0;0;0;0
imrxn_2502;0;0;0;1;1;0;1;1;1
imrxn_2503;0;0;0;1;1;0;1;1;1
imrxn_2504;0;0;1;0;0;0;0;0;0
imrxn_2505;1;1;0;0;0;1;0;0;0
imrxn_2506;0;0;0;0;0;1;1;1;1
imrxn_2507;1;0;0;0;0;1;0;0;0
imrxn_2508;1;1;1;0;0;0;0;0;0
imrxn_2509;1;0;0;0;0;0;0;1;1
imrxn_2510;1;0;1;0;0;0;0;0;0
imrxn_2511;0;1;1;0;0;1;0;0;0
imrxn_2512;1;0;1;0;0;0;0;0;0
imrxn_2513;1;1;0;0;0;1;0;0;0
imrxn_2514;0;0;0;0;0;0;0;1;1
imrxn_2515;1;1;1;1;1;1;1;1;1
imrxn_2516;0;1;1;1;1;1;1;1;1
imrxn_2517;1;0;0;0;0;0;0;1;1
imrxn_2518;1;0;0;0;0;0;0;0;1
imrxn_2519;1;0;0;0;0;0;0;0;1
imrxn_2520;1;0;0;1;1;0;1;1;1
imrxn_2521;0;0;1;0;0;0;0;0;0
imrxn_2522;0;1;1;1;1;1;1;0;1
imrxn_2523;0;0;0;0;1;0;0;0;0
imrxn_2524;1;0;0;0;0;0;0;1;1
imrxn_2525;1;0;0;1;1;0;1;1;1
imrxn_2526;1;0;0;1;1;0;1;1;1
imrxn_2527;0;0;0;1;0;0;1;1;1
imrxn_2528;1;0;1;0;0;0;0;0;0
imrxn_2529;1;1;0;1;1;1;1;1;1
imrxn_2530;1;0;0;1;1;0;1;1;1
imrxn_2531;1;1;1;1;1;1;1;1;1
imrxn_2532;0;1;1;0;0;0;0;0;0
imrxn_2533;1;0;0;1;1;0;1;1;1
imrxn_2534;1;1;1;0;0;1;0;0;0
imrxn_2535;1;0;0;0;0;0;1;1;1
imrxn_2536;0;0;0;1;0;0;1;1;1
imrxn_2537;0;0;0;0;0;0;0;1;1
imrxn_2538;0;1;1;1;1;1;1;1;1
imrxn_2539;0;1;1;1;1;1;1;1;1
imrxn_2540;1;0;0;0;0;1;0;0;0
imrxn_2541;0;0;0;1;0;0;1;1;1
imrxn_2542;0;0;0;1;1;0;1;1;1
imrxn_2543;1;0;1;0;0;0;0;0;0
imrxn_2544;0;0;0;0;0;1;1;1;1
imrxn_2545;1;0;1;0;0;0;0;0;0
imrxn_2546;1;1;1;0;0;1;0;0;0
imrxn_2547;0;0;0;0;0;1;0;0;0
imrxn_2548;1;0;0;1;1;0;1;1;1
imrxn_2549;0;0;0;1;1;0;1;1;1
imrxn_2550;0;0;0;1;1;0;1;1;1
imrxn_2551;1;1;1;0;0;1;0;0;0
imrxn_2552;1;1;0;0;0;0;0;0;0
imrxn_2553;0;0;0;0;0;0;0;1;1
imrxn_2554;1;0;0;1;1;0;1;1;1
imrxn_2555;0;0;0;0;0;0;1;1;1
imrxn_2556;1;0;1;0;0;0;0;0;0
imrxn_2557;0;0;0;0;0;0;0;0;1
imrxn_2558;0;0;1;0;0;0;0;0;0
imrxn_2559;1;1;1;0;0;1;0;0;0
imrxn_2560;1;0;1;0;0;0;0;0;0
imrxn_2561;0;0;0;0;0;1;1;1;1
imrxn_2562;0;0;0;0;0;0;1;1;1
imrxn_2563;0;0;0;1;1;0;0;0;0
imrxn_2564;1;0;0;1;1;0;1;1;1
imrxn_2565;1;0;0;0;0;0;1;1;1
imrxn_2566;1;0;0;0;0;1;0;0;0
imrxn_2567;0;1;0;0;0;1;0;0;0
imrxn_2568;1;1;1;1;1;1;1;1;1
imrxn_2569;1;1;1;1;1;1;1;1;1
imrxn_2570;1;0;0;1;1;0;1;1;0
imrxn_2571;0;0;0;1;1;0;1;1;1
imrxn_2572;1;0;0;0;0;0;0;1;1
imrxn_2573;1;1;1;0;0;1;0;0;0
imrxn_2574;1;1;1;1;1;0;1;1;1
imrxn_2575;1;0;0;0;0;0;1;1;1
imrxn_2576;0;0;0;0;0;1;1;1;1
imrxn_2577;1;0;0;0;0;1;1;1;1
imrxn_2578;1;0;1;0;0;0;0;0;0
imrxn_2579;1;1;1;1;1;1;1;1;1
imrxn_2580;1;0;0;0;0;0;1;1;1
imrxn_2581;1;0;1;0;0;0;0;0;0
imrxn_2582;1;0;1;0;0;0;0;0;0
imrxn_2583;1;0;0;1;0;1;1;1;1
imrxn_2584;1;0;0;1;1;0;0;0;0
imrxn_2585;1;0;1;0;0;0;0;0;0
imrxn_2586;1;1;1;0;0;1;0;0;0
imrxn_2587;0;0;0;1;1;0;1;1;1
imrxn_2588;0;0;0;1;1;0;1;1;1
imrxn_2589;0;0;0;0;0;0;0;1;1
imrxn_2590;1;1;1;1;1;1;1;1;1
imrxn_2591;0;1;0;1;1;1;1;0;0
imrxn_2592;0;0;0;1;1;0;1;1;1
imrxn_2593;0;0;0;1;1;0;0;0;0
imrxn_2594;1;0;0;1;1;0;0;0;0
imrxn_2595;0;0;0;1;1;0;0;0;0
imrxn_2596;1;0;0;1;0;0;0;0;0
imrxn_2597;1;1;1;1;1;1;1;1;1
imrxn_2598;0;1;1;1;1;1;1;1;1
imrxn_2599;1;0;0;1;1;0;1;1;1
imrxn_2600;0;0;0;0;0;0;1;1;1
imrxn_2601;1;0;0;1;1;0;0;0;0
imrxn_2602;1;0;0;1;1;0;1;1;0
imrxn_2603;0;1;1;1;1;1;1;1;1
imrxn_2604;1;0;1;0;0;0;0;0;0
imrxn_2605;1;0;0;1;1;0;0;0;0
imrxn_2606;1;1;0;0;0;1;0;0;0
imrxn_2607;1;1;0;1;1;1;1;1;1
imrxn_2608;0;0;0;1;1;1;1;1;1
imrxn_2609;0;0;0;1;1;0;0;0;0
imrxn_2610;1;0;0;1;1;0;1;1;1
imrxn_2611;0;1;0;0;0;1;0;0;0
imrxn_2612;1;0;0;1;0;1;1;1;1
imrxn_2613;0;0;0;0;0;1;1;1;1
imrxn_2614;0;1;1;0;0;1;0;0;0
imrxn_2615;0;0;0;1;1;0;1;1;1
imrxn_2616;1;1;0;0;0;1;0;0;0
imrxn_2617;1;0;0;1;1;0;1;1;1
imrxn_2618;0;1;0;0;0;1;0;0;0
imrxn_2619;1;0;0;1;1;0;1;1;1
imrxn_2620;1;1;1;1;1;1;1;1;1
imrxn_2621;1;0;1;0;0;0;0;0;0
imrxn_2622;1;0;0;0;0;1;0;0;0
imrxn_2623;1;0;0;0;0;0;1;0;0
imrxn_2624;0;1;0;0;0;1;0;0;0
imrxn_2625;0;0;0;1;1;0;0;0;0
imrxn_2626;1;0;1;0;0;0;0;0;0
imrxn_2627;0;0;0;1;1;0;1;1;1
imrxn_2628;1;0;0;0;0;0;1;1;1
imrxn_2629;0;1;1;0;0;1;0;0;0
imrxn_2630;0;1;1;1;1;1;1;1;1
imrxn_2631;1;0;0;0;0;1;1;1;1
imrxn_2632;1;1;0;0;0;1;0;0;0
imrxn_2633;0;0;0;1;1;0;1;1;1
imrxn_2634;0;0;0;1;1;0;1;1;1
imrxn_2635;0;0;1;0;0;0;0;0;0
imrxn_2636;0;1;1;1;1;1;1;1;1
imrxn_2637;1;1;0;1;1;1;1;0;0
imrxn_2638;1;0;0;1;0;0;1;1;1
imrxn_2639;0;1;1;1;1;0;0;0;0
imrxn_2640;0;0;0;0;0;0;1;1;0
imrxn_2641;0;0;0;0;0;0;0;1;1
imrxn_2642;0;1;1;1;1;1;1;1;1
imrxn_2643;0;0;0;1;0;0;1;1;1
imrxn_2644;0;0;1;0;0;0;0;0;0
imrxn_2645;1;0;0;1;0;0;1;1;1
imrxn_2646;0;0;0;0;0;1;1;0;0
imrxn_2647;1;1;1;1;1;0;1;1;0
imrxn_2648;0;1;1;1;1;1;1;1;1
imrxn_2649;0;0;0;1;1;0;1;1;1
imrxn_2650;0;0;0;1;0;0;1;1;1
imrxn_2651;1;0;1;0;0;1;0;0;0
imrxn_2652;0;1;1;0;0;1;0;0;0
imrxn_2653;0;1;1;0;0;1;0;0;0
imrxn_2654;1;1;1;0;0;1;0;0;0
imrxn_2655;0;1;1;0;0;1;0;0;0
imrxn_2656;1;1;1;1;1;1;1;1;1
imrxn_2657;0;0;0;1;1;0;1;1;1
imrxn_2658;0;0;1;0;0;0;0;0;0
imrxn_2659;1;1;0;0;0;1;0;0;0
imrxn_2660;1;0;0;1;1;0;1;1;1
imrxn_2661;0;0;0;1;1;0;0;0;0
imrxn_2662;0;1;0;0;0;1;0;0;0
imrxn_2663;1;0;0;1;1;0;1;1;1
imrxn_2664;0;0;1;0;0;0;0;0;0
imrxn_2665;0;0;0;1;1;0;1;1;0
imrxn_2666;0;0;0;1;1;0;1;1;1
imrxn_2667;1;1;1;0;0;1;0;0;0
imrxn_2668;1;0;0;1;0;0;1;1;1
imrxn_2669;0;0;0;1;1;0;1;1;1
imrxn_2670;0;0;0;0;0;0;0;1;1
imrxn_2671;1;0;0;1;1;0;1;0;0
imrxn_2672;1;1;0;0;0;1;0;0;0
imrxn_2673;1;0;0;0;0;1;1;1;1
imrxn_2674;0;0;0;0;0;0;0;1;1
imrxn_2675;1;0;0;1;1;0;0;0;0
imrxn_2676;0;0;0;1;1;0;1;1;1
imrxn_2677;0;0;0;0;0;0;1;1;1
imrxn_2678;0;1;0;0;0;1;0;0;0
imrxn_2679;1;1;1;0;0;1;0;0;0
imrxn_2680;1;0;0;1;1;0;1;1;1
imrxn_2681;1;1;1;0;0;1;0;0;0
imrxn_2682;0;0;0;1;0;0;1;0;0
imrxn_2683;1;0;0;1;1;0;1;1;1
imrxn_2684;0;0;0;1;1;0;0;0;0
imrxn_2685;1;0;1;0;0;0;0;0;0
imrxn_2686;0;0;0;1;1;0;1;0;0
imrxn_2687;0;0;0;1;1;0;0;0;0
imrxn_2688;1;0;0;1;0;0;1;1;1
imrxn_2689;0;0;0;1;1;1;1;1;1
imrxn_2690;1;1;0;0;0;1;0;0;0
imrxn_2691;0;0;0;1;1;0;1;1;1
imrxn_2692;1;0;0;1;1;1;1;1;0
imrxn_2693;1;0;0;0;0;1;1;1;1
imrxn_2694;1;1;0;1;1;1;1;0;0
imrxn_2695;1;0;0;0;0;1;1;1;1
imrxn_2696;1;1;0;0;1;1;1;1;0
imrxn_2697;1;0;1;0;0;0;0;0;0
imrxn_2698;1;0;1;0;0;0;0;0;0
imrxn_2699;1;0;0;0;0;0;0;1;1
imrxn_2700;1;0;0;1;1;0;0;0;0
imrxn_2701;1;1;0;0;0;1;0;0;0
imrxn_2702;0;1;1;0;0;1;0;0;0
imrxn_2703;1;0;0;0;0;0;0;1;1
imrxn_2704;1;1;1;0;0;1;0;0;0
imrxn_2705;1;0;1;1;1;0;1;1;1
imrxn_2706;1;0;0;0;0;0;0;1;1
imrxn_2707;1;1;0;1;1;0;1;1;1
imrxn_2708;0;1;0;0;0;1;0;0;0
imrxn_2709;0;0;1;0;0;0;1;1;1
imrxn_2710;0;1;1;0;0;1;0;0;0
imrxn_2711;0;0;0;1;1;1;1;1;0
imrxn_2712;1;0;0;1;1;1;1;1;1
imrxn_2713;0;1;1;1;1;1;1;1;1
imrxn_2714;1;1;1;0;0;1;0;0;0
imrxn_2715;0;1;0;0;0;1;0;0;0
imrxn_2716;1;0;0;0;1;0;1;1;1
imrxn_2717;0;0;0;1;0;0;1;1;1
imrxn_2718;1;1;1;0;0;1;0;0;0
imrxn_2719;1;1;1;0;0;1;0;0;0
imrxn_2720;1;0;0;0;0;0;0;1;1
imrxn_2721;0;0;0;1;1;0;1;1;1
imrxn_2722;1;1;1;1;1;1;1;1;1
imrxn_2723;1;0;0;1;0;1;1;1;1
imrxn_2724;0;0;1;0;0;0;0;0;0
imrxn_2725;1;0;0;1;1;0;1;1;0
imrxn_2726;1;0;0;0;0;0;1;0;0
imrxn_2727;1;1;1;1;1;1;1;0;0
imrxn_2728;0;1;1;1;1;1;1;1;1
imrxn_2729;1;0;0;0;0;0;1;0;0
imrxn_2730;1;0;0;0;0;0;0;0;1
imrxn_2731;0;0;0;1;1;0;1;1;1
imrxn_2732;1;0;1;0;0;0;0;0;0
imrxn_2733;0;0;0;1;1;0;0;0;0
imrxn_2734;1;0;0;1;1;0;1;1;1
imrxn_2735;0;0;0;0;0;1;0;0;0
imrxn_2736;0;0;1;0;0;0;0;0;0
imrxn_2737;1;0;0;0;0;0;0;0;1
imrxn_2738;1;0;0;1;1;0;1;1;1
imrxn_2739;1;0;0;1;0;0;1;1;1
imrxn_2740;1;0;0;1;1;1;1;1;1
imrxn_2741;0;0;0;1;1;0;1;1;1
imrxn_2742;1;0;0;1;1;1;1;1;0
imrxn_2743;1;0;0;0;0;0;0;1;1
imrxn_2744;0;0;0;0;0;0;0;1;1
imrxn_2745;1;1;1;1;1;1;1;1;1
imrxn_2746;1;0;0;0;0;0;0;1;1
imrxn_2747;1;1;1;0;0;1;0;0;0
imrxn_2748;0;0;0;1;1;0;1;1;1
imrxn_2749;0;1;1;0;0;1;0;0;0
imrxn_2750;1;0;0;0;0;0;0;1;1
imrxn_2751;1;0;1;0;0;0;0;0;0
imrxn_2752;1;0;0;0;0;1;0;0;0
imrxn_2753;1;0;0;0;0;0;0;1;1
imrxn_2754;1;0;1;0;0;0;0;0;0
imrxn_2755;0;0;0;1;1;0;1;1;1
imrxn_2756;1;0;0;0;0;0;1;1;1
imrxn_2757;1;1;0;0;0;1;0;0;0
imrxn_2758;0;1;1;1;1;1;1;1;1
imrxn_2759;1;0;0;0;0;0;1;1;1
imrxn_2760;1;0;0;0;0;0;0;0;1
imrxn_2761;1;0;0;0;0;0;0;1;1
imrxn_2762;1;0;0;1;1;0;1;0;0
imrxn_2763;1;0;0;0;0;0;1;1;0
imrxn_2764;1;1;0;0;0;1;0;0;0
imrxn_2765;0;0;0;1;1;0;0;0;0
imrxn_2766;0;1;1;0;0;1;0;0;0
imrxn_2767;1;0;1;0;0;0;0;0;0
imrxn_2768;0;1;0;1;1;1;1;1;0
imrxn_2769;0;1;1;0;0;1;0;0;0
imrxn_2770;1;0;0;1;1;0;1;0;0
imrxn_2771;0;0;0;1;1;0;0;0;0
imrxn_2772;0;1;0;0;0;1;0;0;0
imrxn_2773;1;0;0;0;0;0;0;1;1
imrxn_2774;0;1;0;0;0;1;0;0;0
imrxn_2775;0;0;0;0;0;1;0;1;0
imrxn_2776;0;0;0;0;0;0;0;1;1
imrxn_2777;1;0;0;1;1;0;0;0;0
imrxn_2778;0;0;1;0;0;0;0;0;0
imrxn_2779;0;1;1;0;0;1;0;0;0
imrxn_2780;0;1;1;1;1;1;1;1;1
imrxn_2781;0;0;0;1;0;1;1;1;1
imrxn_2782;1;0;0;1;1;0;1;0;0
imrxn_2783;0;0;0;0;0;0;1;1;1
imrxn_2784;0;1;0;1;1;1;1;1;1
imrxn_2785;0;1;0;0;0;1;0;1;0
imrxn_2786;1;1;1;0;1;1;1;1;1
imrxn_2787;0;1;1;0;0;1;0;0;0
imrxn_2788;0;0;0;0;0;0;1;1;1
imrxn_2789;0;0;0;1;1;0;1;1;0
imrxn_2790;0;0;0;1;1;0;1;1;0
imrxn_2791;0;1;1;1;1;1;1;0;0
imrxn_2792;1;1;0;0;0;1;0;0;0
imrxn_2793;1;0;0;1;1;0;1;1;1
imrxn_2794;1;0;1;0;0;1;0;0;0
imrxn_2795;1;0;0;0;0;0;0;1;1
imrxn_2796;0;0;1;1;1;0;1;1;1
imrxn_2797;1;0;0;0;1;0;0;0;0
imrxn_2798;0;0;0;1;1;0;1;1;0
imrxn_2799;0;1;1;0;0;1;0;0;0
imrxn_2800;1;0;0;1;0;0;1;1;1
imrxn_2801;0;0;0;1;1;0;0;0;0
imrxn_2802;0;1;1;1;1;1;1;1;1
imrxn_2803;1;1;1;1;1;1;1;1;1
imrxn_2804;0;0;0;1;0;0;0;0;0
imrxn_2805;1;0;0;1;1;0;1;1;1
imrxn_2806;0;1;1;1;1;1;1;1;1
imrxn_2807;1;1;1;1;1;1;1;1;1
imrxn_2808;0;1;1;1;1;1;1;1;1
imrxn_2809;1;1;1;1;1;0;1;1;1
imrxn_2810;1;0;1;0;0;0;0;0;0
imrxn_2811;1;0;0;1;1;1;1;1;1
imrxn_2812;1;1;0;1;1;1;1;0;0
imrxn_2813;1;0;0;1;1;0;1;1;1
imrxn_2814;1;0;0;1;1;0;1;1;1
imrxn_2815;1;0;0;1;1;0;1;1;1
imrxn_2816;0;0;1;0;0;0;0;0;0
imrxn_2817;0;1;1;0;0;1;0;0;0
imrxn_2818;1;1;1;0;0;1;0;0;0
imrxn_2819;0;0;0;1;1;0;1;1;1
imrxn_2820;1;1;1;0;0;1;0;0;0
imrxn_2821;0;1;1;1;1;1;1;1;1
imrxn_2822;0;1;1;0;0;1;0;0;0
imrxn_2823;1;0;0;1;1;0;1;1;0
imrxn_2824;0;1;1;0;0;1;0;0;0
imrxn_2825;0;0;0;1;1;0;0;0;0
imrxn_2826;0;0;1;1;1;0;1;1;1
imrxn_2827;0;0;0;1;1;1;1;1;1
imrxn_2828;0;0;0;1;1;0;1;1;1
imrxn_2829;0;1;1;0;0;1;0;0;0
imrxn_2830;1;1;1;1;1;1;1;1;1
imrxn_2831;1;0;1;1;1;1;1;1;1
imrxn_2832;0;0;1;0;0;0;0;0;0
imrxn_2833;0;0;0;1;1;0;0;0;0
imrxn_2834;0;1;0;1;1;1;1;0;0
imrxn_2835;0;0;0;1;1;1;1;1;0
imrxn_2836;0;0;0;1;1;0;1;1;1
imrxn_2837;0;0;0;0;0;0;0;1;1
imrxn_2838;0;1;1;1;1;0;0;0;0
imrxn_2839;0;1;0;1;1;1;1;1;1
imrxn_2840;1;0;0;0;0;0;0;1;1
imrxn_2841;1;0;0;1;1;0;1;1;1
imrxn_2842;0;1;1;0;0;1;0;0;0
imrxn_2843;0;1;0;1;1;1;1;0;0
imrxn_2844;0;1;0;0;0;1;0;0;0
imrxn_2845;1;0;1;0;0;0;0;0;0
imrxn_2846;1;0;0;1;1;0;1;1;0
imrxn_2847;1;0;0;1;1;0;0;0;0
imrxn_2848;1;0;0;1;1;0;1;1;0
imrxn_2849;1;1;1;1;1;1;1;1;1
imrxn_2850;0;1;0;0;0;1;0;0;0
imrxn_2851;0;0;1;0;0;0;0;0;0
imrxn_2852;0;0;0;0;0;0;0;0;1
imrxn_2853;1;1;1;1;1;1;1;1;1
imrxn_2854;0;0;0;1;1;0;0;0;0
imrxn_2855;1;0;0;1;1;0;1;1;1
imrxn_2856;1;0;0;1;1;0;1;1;1
imrxn_2857;1;1;1;1;1;1;1;1;1
imrxn_2858;0;0;1;0;0;0;0;0;0
imrxn_2859;0;0;0;0;0;1;0;0;0
imrxn_2860;0;1;1;1;1;1;1;1;1
imrxn_2861;0;0;0;1;1;0;1;0;0
imrxn_2862;1;0;0;1;1;0;1;0;0
imrxn_2863;0;1;1;1;1;1;1;1;1
imrxn_2864;0;0;0;1;1;0;1;1;1
imrxn_2865;0;0;0;1;1;0;0;0;0
imrxn_2866;0;0;0;0;0;0;0;1;1
imrxn_2867;0;0;0;1;1;0;1;1;1
imrxn_2868;0;0;0;1;1;0;1;1;1
imrxn_2869;0;1;1;1;1;1;1;0;1
imrxn_2870;1;0;0;1;1;1;1;1;1
imrxn_2871;1;0;1;1;1;1;1;1;1
imrxn_2872;1;0;0;0;0;0;1;0;0
imrxn_2873;1;0;0;1;1;0;1;1;1
imrxn_2874;1;0;1;0;0;0;0;0;0
imrxn_2875;0;1;0;0;0;1;0;0;0
imrxn_2876;1;1;1;1;1;1;1;1;1
imrxn_2877;1;1;1;0;0;0;0;0;0
imrxn_2878;0;0;1;0;0;0;0;0;0
imrxn_2879;1;1;0;0;1;0;0;0;0
imrxn_2880;0;1;1;0;0;1;0;0;0
imrxn_2881;0;1;1;1;1;1;1;1;1
imrxn_2882;1;0;0;0;0;0;1;1;1
imrxn_2883;0;0;0;1;1;0;0;0;0
imrxn_2884;0;0;0;0;0;0;0;1;1
imrxn_2885;0;1;0;1;1;1;1;1;1
imrxn_2886;1;0;0;0;0;0;1;1;1
imrxn_2887;0;0;0;0;0;0;0;1;1
imrxn_2888;1;1;1;1;1;1;1;0;0
imrxn_2889;0;0;1;0;0;0;0;0;0
imrxn_2890;1;0;0;0;0;0;0;1;1
imrxn_2891;1;0;0;1;1;0;1;1;1
imrxn_2892;0;1;1;1;1;1;1;1;1
imrxn_2893;1;0;1;0;0;0;0;0;0
imrxn_2894;0;0;1;0;0;0;0;0;0
imrxn_2895;0;0;0;0;0;0;0;1;1
imrxn_2896;1;0;0;1;1;0;0;0;0
imrxn_2897;0;1;1;0;0;1;0;0;0
imrxn_2898;1;0;1;0;0;1;0;0;0
imrxn_2899;1;1;0;0;0;1;0;0;0
imrxn_2900;1;0;0;1;1;0;1;1;1
imrxn_2901;0;0;0;1;1;0;1;1;1
imrxn_2902;1;0;0;0;0;0;0;1;1
imrxn_2903;1;1;0;0;0;1;0;0;0
imrxn_2904;1;0;1;0;0;1;0;0;0
imrxn_2905;1;0;0;0;0;0;1;1;1
imrxn_2906;0;1;0;0;0;1;0;0;0
imrxn_2907;0;0;0;1;1;0;0;0;0
imrxn_2908;0;0;0;1;1;0;0;0;0
imrxn_2909;0;1;0;1;1;1;1;1;0
imrxn_2910;0;0;0;1;1;0;0;0;0
imrxn_2911;0;0;1;0;0;0;0;0;0
imrxn_2912;0;0;1;0;0;0;0;0;0
imrxn_2913;0;1;1;1;1;1;1;1;1
imrxn_2914;0;1;1;0;0;1;0;0;0
imrxn_2915;1;0;0;1;1;0;1;1;1
imrxn_2916;1;0;0;0;0;1;0;0;0
imrxn_2917;0;1;1;1;1;1;1;1;1
imrxn_2918;1;1;1;0;0;1;0;0;0
imrxn_2919;1;1;1;1;1;0;1;1;1
imrxn_2920;1;1;1;1;1;1;1;1;1
imrxn_2921;1;1;0;0;0;1;0;0;0
imrxn_2922;0;0;0;1;1;1;1;1;0
imrxn_2923;1;0;0;1;1;0;1;0;0
imrxn_2924;1;0;1;0;0;0;0;0;0
imrxn_2925;1;1;1;1;1;1;1;1;1
imrxn_2926;0;0;0;1;1;0;1;1;1
imrxn_2927;1;0;0;1;1;0;0;0;0
imrxn_2928;1;0;0;0;0;1;1;1;1
imrxn_2929;0;1;0;0;0;0;0;0;0
imrxn_2930;0;1;0;0;0;1;0;0;0
imrxn_2931;0;0;0;1;1;0;0;0;0
imrxn_2932;1;1;0;0;0;1;0;0;0
imrxn_2933;1;0;0;1;1;0;1;1;1
imrxn_2934;0;0;0;0;0;0;0;1;1
imrxn_2935;1;1;1;0;0;1;0;0;0
imrxn_2936;1;0;0;1;1;0;0;0;0
imrxn_2937;1;1;1;0;0;1;0;0;0
imrxn_2938;1;1;1;1;1;0;1;1;1
imrxn_2939;1;0;0;0;0;0;0;1;1
